Value	BitNum	Word	WordVal	WordHex
0	15	91	2048	0x800
0	0	92	0	
0	1	92	0	
0	2	92	0	
0	3	92	0	
0	4	92	0	
0	5	92	0	
0	6	92	0	
0	7	92	0	
0	8	92	0	
1	9	92	1	
0	10	92	2	
0	11	92	4	
0	12	92	8	
0	13	92	16	
0	14	92	32	
0	15	92	64	0x40
0	0	93	0	
0	1	93	0	
0	2	93	0	
0	3	93	0	
0	4	93	0	
0	5	93	0	
0	6	93	0	
0	7	93	0	
0	8	93	0	
0	9	93	0	
0	10	93	0	
0	11	93	0	
0	12	93	0	
0	13	93	0	
0	14	93	0	
0	15	93	0	0x0
0	0	94	0	
1	1	94	1	
1	2	94	3	
0	3	94	6	
0	4	94	12	
0	5	94	24	
0	6	94	48	
0	7	94	96	
0	8	94	192	
0	9	94	384	
0	10	94	768	
1	11	94	1537	
1	12	94	3075	
1	13	94	6151	
0	14	94	12302	
0	15	94	24604	0x601C
0	0	95	0	
0	1	95	0	
0	2	95	0	
0	3	95	0	
0	4	95	0	
0	5	95	0	
1	6	95	1	
1	7	95	3	
0	8	95	6	
0	9	95	12	
0	10	95	24	
0	11	95	48	
0	12	95	96	
0	13	95	192	
0	14	95	384	
0	15	95	768	0x300
0	0	96	0	
0	1	96	0	
1	2	96	1	
1	3	96	3	
1	4	96	7	
1	5	96	15	
1	6	96	31	
0	7	96	62	
0	8	96	124	
1	9	96	249	
0	10	96	498	
0	11	96	996	
1	12	96	1993	
0	13	96	3986	
0	14	96	7972	
1	15	96	15945	0x3E49
0	0	97	0	
0	1	97	0	
1	2	97	1	
1	3	97	3	
1	4	97	7	
1	5	97	15	
1	6	97	31	
0	7	97	62	
0	8	97	124	
0	9	97	248	
0	10	97	496	
0	11	97	992	
0	12	97	1984	
0	13	97	3968	
0	14	97	7936	
0	15	97	15872	0x3E00
0	0	98	0	
1	1	98	1	
0	2	98	2	
0	3	98	4	
0	4	98	8	
0	5	98	16	
1	6	98	33	
0	7	98	66	
0	8	98	132	
1	9	98	265	
1	10	98	531	
1	11	98	1063	
1	12	98	2127	
1	13	98	4255	
1	14	98	8511	
1	15	98	17023	0x427F
0	0	99	0	
1	1	99	1	
0	2	99	2	
0	3	99	4	
0	4	99	8	
0	5	99	16	
0	6	99	32	
0	7	99	64	
0	8	99	128	
0	9	99	256	
0	10	99	512	
0	11	99	1024	
0	12	99	2048	
0	13	99	4096	
0	14	99	8192	
0	15	99	16384	0x4000
0	0	100	0	
1	1	100	1	
1	2	100	3	
0	3	100	6	
0	4	100	12	
0	5	100	24	
1	6	100	49	
0	7	100	98	
0	8	100	196	
1	9	100	393	
0	10	100	786	
1	11	100	1573	
1	12	100	3147	
0	13	100	6294	
0	14	100	12588	
1	15	100	25177	0x6259
0	0	101	0	
1	1	101	1	
0	2	101	2	
0	3	101	4	
0	4	101	8	
1	5	101	17	
1	6	101	35	
0	7	101	70	
0	8	101	140	
0	9	101	280	
0	10	101	560	
0	11	101	1120	
0	12	101	2240	
0	13	101	4480	
0	14	101	8960	
0	15	101	17920	0x4600
0	0	102	0	
0	1	102	0	
1	2	102	1	
0	3	102	2	
0	4	102	4	
0	5	102	8	
1	6	102	17	
0	7	102	34	
0	8	102	68	
1	9	102	137	
0	10	102	274	
0	11	102	548	
1	12	102	1097	
0	13	102	2194	
0	14	102	4388	
1	15	102	8777	0x2249
0	0	103	0	
0	1	103	0	
1	2	103	1	
1	3	103	3	
0	4	103	6	
1	5	103	13	
1	6	103	27	
0	7	103	54	
0	8	103	108	
0	9	103	216	
0	10	103	432	
0	11	103	864	
0	12	103	1728	
0	13	103	3456	
0	14	103	6912	
0	15	103	13824	0x3600
0	0	104	0	
0	1	104	0	
0	2	104	0	
0	3	104	0	
1	4	104	1	
1	5	104	3	
1	6	104	7	
1	7	104	15	
0	8	104	30	
0	9	104	60	
0	10	104	120	
0	11	104	240	
1	12	104	481	
0	13	104	962	
0	14	104	1924	
0	15	104	3848	0xF08
0	0	105	0	
1	1	105	1	
1	2	105	3	
1	3	105	7	
1	4	105	15	
1	5	105	31	
1	6	105	63	
1	7	105	127	
0	8	105	254	
0	9	105	508	
0	10	105	1016	
0	11	105	2032	
0	12	105	4064	
0	13	105	8128	
0	14	105	16256	
0	15	105	32512	0x7F00
0	0	106	0	
0	1	106	0	
1	2	106	1	
0	3	106	2	
0	4	106	4	
1	5	106	9	
1	6	106	19	
1	7	106	39	
0	8	106	78	
1	9	106	157	
0	10	106	314	
0	11	106	628	
0	12	106	1256	
1	13	106	2513	
0	14	106	5026	
1	15	106	10053	0x2745
0	0	107	0	
0	1	107	0	
1	2	107	1	
1	3	107	3	
1	4	107	7	
0	5	107	14	
0	6	107	28	
1	7	107	57	
0	8	107	114	
0	9	107	228	
0	10	107	456	
0	11	107	912	
0	12	107	1824	
0	13	107	3648	
0	14	107	7296	
0	15	107	14592	0x3900
0	0	108	0	
0	1	108	0	
1	2	108	1	
1	3	108	3	
1	4	108	7	
1	5	108	15	
1	6	108	31	
0	7	108	62	
0	8	108	124	
1	9	108	249	
0	10	108	498	
0	11	108	996	
1	12	108	1993	
0	13	108	3986	
0	14	108	7972	
1	15	108	15945	0x3E49
0	0	109	0	
0	1	109	0	
1	2	109	1	
1	3	109	3	
0	4	109	6	
0	5	109	12	
1	6	109	25	
0	7	109	50	
0	8	109	100	
0	9	109	200	
0	10	109	400	
0	11	109	800	
0	12	109	1600	
0	13	109	3200	
0	14	109	6400	
0	15	109	12800	0x3200
0	0	110	0	
1	1	110	1	
1	2	110	3	
0	3	110	6	
0	4	110	12	
0	5	110	24	
0	6	110	48	
1	7	110	97	
0	8	110	194	
0	9	110	388	
0	10	110	776	
1	11	110	1553	
1	12	110	3107	
0	13	110	6214	
0	14	110	12428	
1	15	110	24857	0x6119
0	0	111	0	
0	1	111	0	
0	2	111	0	
0	3	111	0	
0	4	111	0	
1	5	111	1	
1	6	111	3	
1	7	111	7	
0	8	111	14	
0	9	111	28	
0	10	111	56	
0	11	111	112	
0	12	111	224	
0	13	111	448	
0	14	111	896	
0	15	111	1792	0x700
0	0	112	0	
0	1	112	0	
1	2	112	1	
1	3	112	3	
0	4	112	6	
1	5	112	13	
1	6	112	27	
0	7	112	54	
0	8	112	108	
1	9	112	217	
0	10	112	434	
0	11	112	868	
1	12	112	1737	
0	13	112	3474	
0	14	112	6948	
1	15	112	13897	0x3649
0	0	113	0	
0	1	113	0	
1	2	113	1	
1	3	113	3	
0	4	113	6	
1	5	113	13	
1	6	113	27	
0	7	113	54	
0	8	113	108	
0	9	113	216	
0	10	113	432	
0	11	113	864	
0	12	113	1728	
0	13	113	3456	
0	14	113	6912	
0	15	113	13824	0x3600
0	0	114	0	
0	1	114	0	
1	2	114	1	
0	3	114	2	
0	4	114	4	
1	5	114	9	
1	6	114	19	
0	7	114	38	
0	8	114	76	
1	9	114	153	
0	10	114	306	
0	11	114	612	
1	12	114	1225	
0	13	114	2450	
0	14	114	4900	
1	15	114	9801	0x2649
0	0	115	0	
0	1	115	0	
1	2	115	1	
1	3	115	3	
1	4	115	7	
1	5	115	15	
1	6	115	31	
0	7	115	62	
0	8	115	124	
0	9	115	248	
0	10	115	496	
0	11	115	992	
0	12	115	1984	
0	13	115	3968	
0	14	115	7936	
0	15	115	15872	0x3E00
0	0	116	0	
0	1	116	0	
0	2	116	0	
0	3	116	0	
0	4	116	0	
0	5	116	0	
0	6	116	0	
0	7	116	0	
0	8	116	0	
0	9	116	0	
1	10	116	1	
0	11	116	2	
0	12	116	4	
1	13	116	9	
0	14	116	18	
0	15	116	36	0x24
0	0	117	0	
0	1	117	0	
0	2	117	0	
0	3	117	0	
0	4	117	0	
0	5	117	0	
0	6	117	0	
0	7	117	0	
0	8	117	0	
0	9	117	0	
0	10	117	0	
0	11	117	0	
0	12	117	0	
0	13	117	0	
0	14	117	0	
0	15	117	0	0x0
0	0	118	0	
1	1	118	1	
0	2	118	2	
0	3	118	4	
0	4	118	8	
0	5	118	16	
0	6	118	32	
0	7	118	64	
0	8	118	128	
0	9	118	256	
1	10	118	513	
0	11	118	1026	
0	12	118	2052	
1	13	118	4105	
0	14	118	8210	
0	15	118	16420	0x4024
0	0	119	0	
0	1	119	0	
0	2	119	0	
0	3	119	0	
0	4	119	0	
0	5	119	0	
0	6	119	0	
0	7	119	0	
0	8	119	0	
0	9	119	0	
0	10	119	0	
0	11	119	0	
0	12	119	0	
0	13	119	0	
0	14	119	0	
0	15	119	0	0x0
0	0	120	0	
0	1	120	0	
0	2	120	0	
0	3	120	0	
1	4	120	1	
0	5	120	2	
0	6	120	4	
0	7	120	8	
0	8	120	16	
0	9	120	32	
0	10	120	64	
1	11	120	129	
0	12	120	258	
1	13	120	517	
0	14	120	1034	
0	15	120	2068	0x814
0	0	121	0	
0	1	121	0	
1	2	121	1	
0	3	121	2	
0	4	121	4	
0	5	121	8	
1	6	121	17	
0	7	121	34	
0	8	121	68	
1	9	121	137	
0	10	121	274	
0	11	121	548	
0	12	121	1096	
0	13	121	2192	
0	14	121	4384	
1	15	121	8769	0x2241
0	0	122	0	
0	1	122	0	
0	2	122	0	
1	3	122	1	
0	4	122	2	
1	5	122	5	
0	6	122	10	
0	7	122	20	
0	8	122	40	
0	9	122	80	
0	10	122	160	
1	11	122	321	
0	12	122	642	
1	13	122	1285	
0	14	122	2570	
0	15	122	5140	0x1414
0	0	123	0	
0	1	123	0	
0	2	123	0	
1	3	123	1	
0	4	123	2	
1	5	123	5	
0	6	123	10	
0	7	123	20	
0	8	123	40	
0	9	123	80	
0	10	123	160	
0	11	123	320	
0	12	123	640	
0	13	123	1280	
0	14	123	2560	
0	15	123	5120	0x1400
0	0	124	0	
1	1	124	1	
0	2	124	2	
0	3	124	4	
0	4	124	8	
0	5	124	16	
0	6	124	32	
1	7	124	65	
0	8	124	130	
0	9	124	260	
1	10	124	521	
0	11	124	1042	
0	12	124	2084	
0	13	124	4168	
1	14	124	8337	
0	15	124	16674	0x4122
0	0	125	0	
0	1	125	0	
0	2	125	0	
1	3	125	1	
0	4	125	2	
1	5	125	5	
0	6	125	10	
0	7	125	20	
0	8	125	40	
0	9	125	80	
0	10	125	160	
0	11	125	320	
1	12	125	641	
0	13	125	1282	
0	14	125	2564	
0	15	125	5128	0x1408
0	0	126	0	
0	1	126	0	
0	2	126	0	
0	3	126	0	
0	4	126	0	
0	5	126	0	
1	6	126	1	
0	7	126	2	
0	8	126	4	
1	9	126	9	
0	10	126	18	
1	11	126	37	
1	12	126	75	
0	13	126	150	
0	14	126	300	
1	15	126	601	0x259
0	0	127	0	
0	1	127	0	
0	2	127	0	
0	3	127	0	
0	4	127	0	
1	5	127	1	
1	6	127	3	
0	7	127	6	
0	8	127	12	
0	9	127	24	
0	10	127	48	
0	11	127	96	
0	12	127	192	
0	13	127	384	
0	14	127	768	
0	15	127	1536	0x600
0	0	128	0	
0	1	128	0	
1	2	128	1	
1	3	128	3	
1	4	128	7	
1	5	128	15	
1	6	128	31	
0	7	128	62	
0	8	128	124	
1	9	128	249	
0	10	128	498	
1	11	128	997	
1	12	128	1995	
0	13	128	3990	
0	14	128	7980	
1	15	128	15961	0x3E59
0	0	129	0	
1	1	129	1	
0	2	129	2	
1	3	129	5	
1	4	129	11	
1	5	129	23	
1	6	129	47	
0	7	129	94	
0	8	129	188	
0	9	129	376	
0	10	129	752	
0	11	129	1504	
0	12	129	3008	
0	13	129	6016	
0	14	129	12032	
0	15	129	24064	0x5E00
0	0	130	0	
1	1	130	1	
1	2	130	3	
1	3	130	7	
1	4	130	15	
1	5	130	31	
1	6	130	63	
0	7	130	126	
0	8	130	252	
0	9	130	504	
0	10	130	1008	
0	11	130	2016	
1	12	130	4033	
0	13	130	8066	
0	14	130	16132	
1	15	130	32265	0x7E09
0	0	131	0	
1	1	131	1	
1	2	131	3	
1	3	131	7	
1	4	131	15	
1	5	131	31	
1	6	131	63	
0	7	131	126	
0	8	131	252	
0	9	131	504	
0	10	131	1008	
0	11	131	2016	
0	12	131	4032	
0	13	131	8064	
0	14	131	16128	
0	15	131	32256	0x7E00
0	0	132	0	
1	1	132	1	
1	2	132	3	
1	3	132	7	
1	4	132	15	
1	5	132	31	
1	6	132	63	
1	7	132	127	
0	8	132	254	
1	9	132	509	
0	10	132	1018	
0	11	132	2036	
1	12	132	4073	
0	13	132	8146	
0	14	132	16292	
1	15	132	32585	0x7F49
0	0	133	0	
0	1	133	0	
1	2	133	1	
1	3	133	3	
0	4	133	6	
1	5	133	13	
1	6	133	27	
0	7	133	54	
0	8	133	108	
0	9	133	216	
0	10	133	432	
0	11	133	864	
0	12	133	1728	
0	13	133	3456	
0	14	133	6912	
0	15	133	13824	0x3600
0	0	134	0	
0	1	134	0	
1	2	134	1	
1	3	134	3	
1	4	134	7	
1	5	134	15	
1	6	134	31	
0	7	134	62	
0	8	134	124	
1	9	134	249	
0	10	134	498	
0	11	134	996	
0	12	134	1992	
0	13	134	3984	
0	14	134	7968	
1	15	134	15937	0x3E41
0	0	135	0	
0	1	135	0	
1	2	135	1	
0	3	135	2	
0	4	135	4	
0	5	135	8	
1	6	135	17	
0	7	135	34	
0	8	135	68	
0	9	135	136	
0	10	135	272	
0	11	135	544	
0	12	135	1088	
0	13	135	2176	
0	14	135	4352	
0	15	135	8704	0x2200
0	0	136	0	
1	1	136	1	
1	2	136	3	
1	3	136	7	
1	4	136	15	
1	5	136	31	
1	6	136	63	
1	7	136	127	
0	8	136	254	
1	9	136	509	
0	10	136	1018	
0	11	136	2036	
0	12	136	4072	
0	13	136	8144	
0	14	136	16288	
1	15	136	32577	0x7F41
0	0	137	0	
0	1	137	0	
1	2	137	1	
1	3	137	3	
1	4	137	7	
1	5	137	15	
1	6	137	31	
0	7	137	62	
0	8	137	124	
0	9	137	248	
0	10	137	496	
0	11	137	992	
0	12	137	1984	
0	13	137	3968	
0	14	137	7936	
0	15	137	15872	0x3E00
0	0	138	0	
1	1	138	1	
1	2	138	3	
1	3	138	7	
1	4	138	15	
1	5	138	31	
1	6	138	63	
1	7	138	127	
0	8	138	254	
1	9	138	509	
0	10	138	1018	
0	11	138	2036	
1	12	138	4073	
0	13	138	8146	
0	14	138	16292	
1	15	138	32585	0x7F49
0	0	139	0	
1	1	139	1	
0	2	139	2	
0	3	139	4	
0	4	139	8	
0	5	139	16	
0	6	139	32	
1	7	139	65	
0	8	139	130	
0	9	139	260	
0	10	139	520	
0	11	139	1040	
0	12	139	2080	
0	13	139	4160	
0	14	139	8320	
0	15	139	16640	0x4100
0	0	140	0	
1	1	140	1	
1	2	140	3	
1	3	140	7	
1	4	140	15	
1	5	140	31	
1	6	140	63	
1	7	140	127	
0	8	140	254	
0	9	140	508	
0	10	140	1016	
0	11	140	2032	
1	12	140	4065	
0	13	140	8130	
0	14	140	16260	
1	15	140	32521	0x7F09
0	0	141	0	
0	1	141	0	
0	2	141	0	
0	3	141	0	
0	4	141	0	
0	5	141	0	
0	6	141	0	
1	7	141	1	
0	8	141	2	
0	9	141	4	
0	10	141	8	
0	11	141	16	
0	12	141	32	
0	13	141	64	
0	14	141	128	
0	15	141	256	0x100
0	0	142	0	
0	1	142	0	
1	2	142	1	
1	3	142	3	
1	4	142	7	
1	5	142	15	
1	6	142	31	
0	7	142	62	
0	8	142	124	
1	9	142	249	
0	10	142	498	
0	11	142	996	
0	12	142	1992	
0	13	142	3984	
0	14	142	7968	
1	15	142	15937	0x3E41
0	0	143	0	
1	1	143	1	
1	2	143	3	
1	3	143	7	
1	4	143	15	
0	5	143	30	
1	6	143	61	
0	7	143	122	
0	8	143	244	
0	9	143	488	
0	10	143	976	
0	11	143	1952	
0	12	143	3904	
0	13	143	7808	
0	14	143	15616	
0	15	143	31232	0x7A00
0	0	144	0	
1	1	144	1	
1	2	144	3	
1	3	144	7	
1	4	144	15	
1	5	144	31	
1	6	144	63	
1	7	144	127	
0	8	144	254	
0	9	144	508	
0	10	144	1016	
0	11	144	2032	
1	12	144	4065	
0	13	144	8130	
0	14	144	16260	
0	15	144	32520	0x7F08
0	0	145	0	
1	1	145	1	
1	2	145	3	
1	3	145	7	
1	4	145	15	
1	5	145	31	
1	6	145	63	
1	7	145	127	
0	8	145	254	
0	9	145	508	
0	10	145	1016	
0	11	145	2032	
0	12	145	4064	
0	13	145	8128	
0	14	145	16256	
0	15	145	32512	0x7F00
0	0	146	0	
1	1	146	1	
0	2	146	2	
0	3	146	4	
0	4	146	8	
0	5	146	16	
0	6	146	32	
1	7	146	65	
0	8	146	130	
1	9	146	261	
1	10	146	523	
1	11	146	1047	
1	12	146	2095	
1	13	146	4191	
1	14	146	8383	
1	15	146	16767	0x417F
0	0	147	0	
1	1	147	1	
0	2	147	2	
0	3	147	4	
0	4	147	8	
0	5	147	16	
0	6	147	32	
1	7	147	65	
0	8	147	130	
0	9	147	260	
0	10	147	520	
0	11	147	1040	
0	12	147	2080	
0	13	147	4160	
0	14	147	8320	
0	15	147	16640	0x4100
0	0	148	0	
0	1	148	0	
1	2	148	1	
0	3	148	2	
0	4	148	4	
0	5	148	8	
0	6	148	16	
0	7	148	32	
0	8	148	64	
1	9	148	129	
0	10	148	258	
0	11	148	516	
0	12	148	1032	
0	13	148	2064	
0	14	148	4128	
0	15	148	8256	0x2040
0	0	149	0	
0	1	149	0	
1	2	149	1	
1	3	149	3	
1	4	149	7	
1	5	149	15	
1	6	149	31	
1	7	149	63	
0	8	149	126	
0	9	149	252	
0	10	149	504	
0	11	149	1008	
0	12	149	2016	
0	13	149	4032	
0	14	149	8064	
0	15	149	16128	0x3F00
0	0	150	0	
1	1	150	1	
1	2	150	3	
1	3	150	7	
1	4	150	15	
1	5	150	31	
1	6	150	63	
1	7	150	127	
0	8	150	254	
0	9	150	508	
0	10	150	1016	
0	11	150	2032	
1	12	150	4065	
0	13	150	8130	
0	14	150	16260	
0	15	150	32520	0x7F08
0	0	151	0	
1	1	151	1	
1	2	151	3	
1	3	151	7	
0	4	151	14	
1	5	151	29	
1	6	151	59	
1	7	151	119	
0	8	151	238	
0	9	151	476	
0	10	151	952	
0	11	151	1904	
0	12	151	3808	
0	13	151	7616	
0	14	151	15232	
0	15	151	30464	0x7700
0	0	152	0	
1	1	152	1	
1	2	152	3	
1	3	152	7	
1	4	152	15	
1	5	152	31	
1	6	152	63	
1	7	152	127	
0	8	152	254	
1	9	152	509	
0	10	152	1018	
0	11	152	2036	
0	12	152	4072	
0	13	152	8144	
0	14	152	16288	
0	15	152	32576	0x7F40
0	0	153	0	
1	1	153	1	
0	2	153	2	
0	3	153	4	
0	4	153	8	
0	5	153	16	
0	6	153	32	
0	7	153	64	
0	8	153	128	
0	9	153	256	
0	10	153	512	
0	11	153	1024	
0	12	153	2048	
0	13	153	4096	
0	14	153	8192	
0	15	153	16384	0x4000
0	0	154	0	
1	1	154	1	
1	2	154	3	
1	3	154	7	
1	4	154	15	
1	5	154	31	
1	6	154	63	
1	7	154	127	
0	8	154	254	
0	9	154	508	
0	10	154	1016	
0	11	154	2032	
0	12	154	4064	
1	13	154	8129	
1	14	154	16259	
0	15	154	32518	0x7F06
0	0	155	0	
1	1	155	1	
1	2	155	3	
1	3	155	7	
1	4	155	15	
1	5	155	31	
1	6	155	63	
1	7	155	127	
0	8	155	254	
0	9	155	508	
0	10	155	1016	
0	11	155	2032	
0	12	155	4064	
0	13	155	8128	
0	14	155	16256	
0	15	155	32512	0x7F00
0	0	156	0	
1	1	156	1	
1	2	156	3	
1	3	156	7	
1	4	156	15	
1	5	156	31	
1	6	156	63	
1	7	156	127	
0	8	156	254	
0	9	156	508	
0	10	156	1016	
0	11	156	2032	
0	12	156	4064	
0	13	156	8128	
0	14	156	16256	
1	15	156	32513	0x7F01
0	0	157	0	
1	1	157	1	
1	2	157	3	
1	3	157	7	
1	4	157	15	
1	5	157	31	
1	6	157	63	
0	7	157	126	
0	8	157	252	
0	9	157	504	
0	10	157	1008	
0	11	157	2016	
0	12	157	4032	
0	13	157	8064	
0	14	157	16128	
0	15	157	32256	0x7E00
0	0	158	0	
0	1	158	0	
1	2	158	1	
1	3	158	3	
1	4	158	7	
1	5	158	15	
1	6	158	31	
0	7	158	62	
0	8	158	124	
1	9	158	249	
0	10	158	498	
0	11	158	996	
0	12	158	1992	
0	13	158	3984	
0	14	158	7968	
1	15	158	15937	0x3E41
0	0	159	0	
0	1	159	0	
1	2	159	1	
1	3	159	3	
1	4	159	7	
1	5	159	15	
1	6	159	31	
0	7	159	62	
0	8	159	124	
0	9	159	248	
0	10	159	496	
0	11	159	992	
0	12	159	1984	
0	13	159	3968	
0	14	159	7936	
0	15	159	15872	0x3E00
0	0	160	0	
1	1	160	1	
1	2	160	3	
1	3	160	7	
1	4	160	15	
1	5	160	31	
1	6	160	63	
1	7	160	127	
0	8	160	254	
0	9	160	508	
0	10	160	1016	
0	11	160	2032	
1	12	160	4065	
0	13	160	8130	
0	14	160	16260	
1	15	160	32521	0x7F09
0	0	161	0	
0	1	161	0	
0	2	161	0	
0	3	161	0	
0	4	161	0	
1	5	161	1	
1	6	161	3	
0	7	161	6	
0	8	161	12	
0	9	161	24	
0	10	161	48	
0	11	161	96	
0	12	161	192	
0	13	161	384	
0	14	161	768	
0	15	161	1536	0x600
0	0	162	0	
0	1	162	0	
1	2	162	1	
1	3	162	3	
1	4	162	7	
1	5	162	15	
1	6	162	31	
0	7	162	62	
0	8	162	124	
1	9	162	249	
0	10	162	498	
0	11	162	996	
0	12	162	1992	
0	13	162	3984	
0	14	162	7968	
1	15	162	15937	0x3E41
1	0	163	1	
0	1	163	2	
1	2	163	5	
1	3	163	11	
1	4	163	23	
1	5	163	47	
1	6	163	95	
0	7	163	190	
0	8	163	380	
0	9	163	760	
0	10	163	1520	
0	11	163	3040	
0	12	163	6080	
0	13	163	12160	
0	14	163	24320	
0	15	163	48640	0xBE00
0	0	164	0	
1	1	164	1	
1	2	164	3	
1	3	164	7	
1	4	164	15	
1	5	164	31	
1	6	164	63	
1	7	164	127	
0	8	164	254	
0	9	164	508	
0	10	164	1016	
0	11	164	2032	
1	12	164	4065	
0	13	164	8130	
0	14	164	16260	
1	15	164	32521	0x7F09
0	0	165	0	
1	1	165	1	
1	2	165	3	
1	3	165	7	
0	4	165	14	
1	5	165	29	
1	6	165	59	
0	7	165	118	
0	8	165	236	
0	9	165	472	
0	10	165	944	
0	11	165	1888	
0	12	165	3776	
0	13	165	7552	
0	14	165	15104	
0	15	165	30208	0x7600
0	0	166	0	
0	1	166	0	
1	2	166	1	
0	3	166	2	
0	4	166	4	
1	5	166	9	
1	6	166	19	
0	7	166	38	
0	8	166	76	
1	9	166	153	
0	10	166	306	
0	11	166	612	
1	12	166	1225	
0	13	166	2450	
0	14	166	4900	
1	15	166	9801	0x2649
0	0	167	0	
0	1	167	0	
1	2	167	1	
1	3	167	3	
0	4	167	6	
0	5	167	12	
1	6	167	25	
0	7	167	50	
0	8	167	100	
0	9	167	200	
0	10	167	400	
0	11	167	800	
0	12	167	1600	
0	13	167	3200	
0	14	167	6400	
0	15	167	12800	0x3200
0	0	168	0	
0	1	168	0	
0	2	168	0	
0	3	168	0	
0	4	168	0	
0	5	168	0	
0	6	168	0	
1	7	168	1	
0	8	168	2	
1	9	168	5	
1	10	168	11	
1	11	168	23	
1	12	168	47	
1	13	168	95	
1	14	168	191	
1	15	168	383	0x17F
0	0	169	0	
0	1	169	0	
0	2	169	0	
0	3	169	0	
0	4	169	0	
0	5	169	0	
0	6	169	0	
1	7	169	1	
0	8	169	2	
0	9	169	4	
0	10	169	8	
0	11	169	16	
0	12	169	32	
0	13	169	64	
0	14	169	128	
0	15	169	256	0x100
0	0	170	0	
0	1	170	0	
1	2	170	1	
1	3	170	3	
1	4	170	7	
1	5	170	15	
1	6	170	31	
1	7	170	63	
0	8	170	126	
1	9	170	253	
0	10	170	506	
0	11	170	1012	
0	12	170	2024	
0	13	170	4048	
0	14	170	8096	
0	15	170	16192	0x3F40
0	0	171	0	
0	1	171	0	
1	2	171	1	
1	3	171	3	
1	4	171	7	
1	5	171	15	
1	6	171	31	
1	7	171	63	
0	8	171	126	
0	9	171	252	
0	10	171	504	
0	11	171	1008	
0	12	171	2016	
0	13	171	4032	
0	14	171	8064	
0	15	171	16128	0x3F00
0	0	172	0	
0	1	172	0	
0	2	172	0	
1	3	172	1	
1	4	172	3	
1	5	172	7	
1	6	172	15	
1	7	172	31	
0	8	172	62	
1	9	172	125	
1	10	172	251	
0	11	172	502	
0	12	172	1004	
0	13	172	2008	
0	14	172	4016	
0	15	172	8032	0x1F60
0	0	173	0	
0	1	173	0	
0	2	173	0	
1	3	173	1	
1	4	173	3	
1	5	173	7	
1	6	173	15	
1	7	173	31	
0	8	173	62	
0	9	173	124	
0	10	173	248	
0	11	173	496	
0	12	173	992	
0	13	173	1984	
0	14	173	3968	
0	15	173	7936	0x1F00
0	0	174	0	
1	1	174	1	
1	2	174	3	
1	3	174	7	
1	4	174	15	
1	5	174	31	
1	6	174	63	
1	7	174	127	
0	8	174	254	
0	9	174	508	
1	10	174	1017	
1	11	174	2035	
0	12	174	4070	
0	13	174	8140	
0	14	174	16280	
0	15	174	32560	0x7F30
0	0	175	0	
1	1	175	1	
1	2	175	3	
1	3	175	7	
1	4	175	15	
1	5	175	31	
1	6	175	63	
1	7	175	127	
0	8	175	254	
0	9	175	508	
0	10	175	1016	
0	11	175	2032	
0	12	175	4064	
0	13	175	8128	
0	14	175	16256	
0	15	175	32512	0x7F00
0	0	176	0	
1	1	176	1	
1	2	176	3	
1	3	176	7	
0	4	176	14	
1	5	176	29	
1	6	176	59	
1	7	176	119	
0	8	176	238	
0	9	176	476	
0	10	176	952	
0	11	176	1904	
1	12	176	3809	
0	13	176	7618	
0	14	176	15236	
0	15	176	30472	0x7708
0	0	177	0	
1	1	177	1	
1	2	177	3	
1	3	177	7	
0	4	177	14	
1	5	177	29	
1	6	177	59	
1	7	177	119	
0	8	177	238	
0	9	177	476	
0	10	177	952	
0	11	177	1904	
0	12	177	3808	
0	13	177	7616	
0	14	177	15232	
0	15	177	30464	0x7700
0	0	178	0	
0	1	178	0	
0	2	178	0	
0	3	178	0	
0	4	178	0	
1	5	178	1	
1	6	178	3	
1	7	178	7	
0	8	178	14	
1	9	178	29	
1	10	178	59	
1	11	178	119	
1	12	178	239	
0	13	178	478	
0	14	178	956	
0	15	178	1912	0x778
0	0	179	0	
0	1	179	0	
0	2	179	0	
0	3	179	0	
0	4	179	0	
1	5	179	1	
1	6	179	3	
1	7	179	7	
0	8	179	14	
0	9	179	28	
0	10	179	56	
0	11	179	112	
0	12	179	224	
0	13	179	448	
0	14	179	896	
0	15	179	1792	0x700
0	0	180	0	
1	1	180	1	
1	2	180	3	
1	3	180	7	
0	4	180	14	
0	5	180	28	
0	6	180	56	
1	7	180	113	
0	8	180	226	
1	9	180	453	
0	10	180	906	
0	11	180	1812	
1	12	180	3625	
0	13	180	7250	
0	14	180	14500	
1	15	180	29001	0x7149
0	0	181	0	
1	1	181	1	
0	2	181	2	
0	3	181	4	
0	4	181	8	
1	5	181	17	
1	6	181	35	
1	7	181	71	
0	8	181	142	
0	9	181	284	
0	10	181	568	
0	11	181	1136	
0	12	181	2272	
0	13	181	4544	
0	14	181	9088	
0	15	181	18176	0x4700
0	0	182	0	
0	1	182	0	
0	2	182	0	
0	3	182	0	
0	4	182	0	
0	5	182	0	
0	6	182	0	
0	7	182	0	
0	8	182	0	
1	9	182	1	
1	10	182	3	
1	11	182	7	
1	12	182	15	
1	13	182	31	
1	14	182	63	
1	15	182	127	0x7F
0	0	183	0	
1	1	183	1	
0	2	183	2	
0	3	183	4	
0	4	183	8	
0	5	183	16	
0	6	183	32	
1	7	183	65	
0	8	183	130	
0	9	183	260	
0	10	183	520	
0	11	183	1040	
