Value	BitNum	Word	WordVal	WordHex
0	12	183	2080	
0	13	183	4160	
0	14	183	8320	
0	15	183	16640	0x4100
0	0	184	0	
0	1	184	0	
0	2	184	0	
0	3	184	0	
0	4	184	0	
0	5	184	0	
1	6	184	1	
1	7	184	3	
0	8	184	6	
0	9	184	12	
0	10	184	24	
1	11	184	49	
1	12	184	99	
1	13	184	199	
0	14	184	398	
0	15	184	796	0x31C
0	0	185	0	
1	1	185	1	
1	2	185	3	
0	3	185	6	
0	4	185	12	
0	5	185	24	
0	6	185	48	
0	7	185	96	
0	8	185	192	
0	9	185	384	
0	10	185	768	
0	11	185	1536	
0	12	185	3072	
0	13	185	6144	
0	14	185	12288	
0	15	185	24576	0x6000
0	0	186	0	
0	1	186	0	
0	2	186	0	
0	3	186	0	
0	4	186	0	
0	5	186	0	
0	6	186	0	
0	7	186	0	
0	8	186	0	
1	9	186	1	
0	10	186	2	
0	11	186	4	
0	12	186	8	
0	13	186	16	
0	14	186	32	
1	15	186	65	0x41
0	0	187	0	
1	1	187	1	
1	2	187	3	
1	3	187	7	
1	4	187	15	
1	5	187	31	
1	6	187	63	
1	7	187	127	
0	8	187	254	
0	9	187	508	
0	10	187	1016	
0	11	187	2032	
0	12	187	4064	
0	13	187	8128	
0	14	187	16256	
0	15	187	32512	0x7F00
0	0	188	0	
0	1	188	0	
0	2	188	0	
0	3	188	0	
0	4	188	0	
0	5	188	0	
1	6	188	1	
0	7	188	2	
0	8	188	4	
0	9	188	8	
0	10	188	16	
0	11	188	32	
0	12	188	64	
0	13	188	128	
0	14	188	256	
1	15	188	513	0x201
0	0	189	0	
0	1	189	0	
0	2	189	0	
0	3	189	0	
0	4	189	0	
0	5	189	0	
1	6	189	1	
0	7	189	2	
0	8	189	4	
0	9	189	8	
0	10	189	16	
0	11	189	32	
0	12	189	64	
0	13	189	128	
0	14	189	256	
0	15	189	512	0x200
1	0	190	1	
0	1	190	2	
0	2	190	4	
0	3	190	8	
0	4	190	16	
0	5	190	32	
0	6	190	64	
0	7	190	128	
1	8	190	257	
0	9	190	514	
0	10	190	1028	
0	11	190	2056	
0	12	190	4112	
0	13	190	8224	
0	14	190	16448	
0	15	190	32896	0x8080
1	0	191	1	
0	1	191	2	
0	2	191	4	
0	3	191	8	
0	4	191	16	
0	5	191	32	
0	6	191	64	
0	7	191	128	
0	8	191	256	
0	9	191	512	
0	10	191	1024	
0	11	191	2048	
0	12	191	4096	
0	13	191	8192	
0	14	191	16384	
0	15	191	32768	0x8000
0	0	192	0	
0	1	192	0	
0	2	192	0	
0	3	192	0	
0	4	192	0	
0	5	192	0	
0	6	192	0	
0	7	192	0	
0	8	192	0	
0	9	192	0	
0	10	192	0	
0	11	192	0	
0	12	192	0	
0	13	192	0	
0	14	192	0	
1	15	192	1	0x1
0	0	193	0	
0	1	193	0	
0	2	193	0	
0	3	193	0	
0	4	193	0	
0	5	193	0	
1	6	193	1	
0	7	193	2	
0	8	193	4	
0	9	193	8	
0	10	193	16	
0	11	193	32	
0	12	193	64	
0	13	193	128	
0	14	193	256	
0	15	193	512	0x200
0	0	194	0	
0	1	194	0	
1	2	194	1	
0	3	194	2	
0	4	194	4	
1	5	194	9	
0	6	194	18	
0	7	194	36	
0	8	194	72	
1	9	194	145	
0	10	194	290	
1	11	194	581	
0	12	194	1162	
1	13	194	2325	
0	14	194	4650	
0	15	194	9300	0x2454
0	0	195	0	
1	1	195	1	
1	2	195	3	
1	3	195	7	
1	4	195	15	
0	5	195	30	
0	6	195	60	
0	7	195	120	
0	8	195	240	
0	9	195	480	
0	10	195	960	
0	11	195	1920	
0	12	195	3840	
0	13	195	7680	
0	14	195	15360	
0	15	195	30720	0x7800
0	0	196	0	
1	1	196	1	
1	2	196	3	
1	3	196	7	
1	4	196	15	
1	5	196	31	
1	6	196	63	
1	7	196	127	
0	8	196	254	
1	9	196	509	
0	10	196	1018	
0	11	196	2036	
0	12	196	4072	
1	13	196	8145	
0	14	196	16290	
0	15	196	32580	0x7F44
0	0	197	0	
0	1	197	0	
1	2	197	1	
1	3	197	3	
1	4	197	7	
0	5	197	14	
0	6	197	28	
0	7	197	56	
0	8	197	112	
0	9	197	224	
0	10	197	448	
0	11	197	896	
0	12	197	1792	
0	13	197	3584	
0	14	197	7168	
0	15	197	14336	0x3800
0	0	198	0	
0	1	198	0	
1	2	198	1	
1	3	198	3	
1	4	198	7	
0	5	198	14	
0	6	198	28	
0	7	198	56	
0	8	198	112	
1	9	198	225	
0	10	198	450	
0	11	198	900	
0	12	198	1800	
1	13	198	3601	
0	14	198	7202	
0	15	198	14404	0x3844
0	0	199	0	
0	1	199	0	
1	2	199	1	
0	3	199	2	
1	4	199	5	
0	5	199	10	
0	6	199	20	
0	7	199	40	
0	8	199	80	
0	9	199	160	
0	10	199	320	
0	11	199	640	
0	12	199	1280	
0	13	199	2560	
0	14	199	5120	
0	15	199	10240	0x2800
0	0	200	0	
0	1	200	0	
1	2	200	1	
1	3	200	3	
1	4	200	7	
0	5	200	14	
0	6	200	28	
0	7	200	56	
0	8	200	112	
1	9	200	225	
0	10	200	450	
0	11	200	900	
0	12	200	1800	
1	13	200	3601	
0	14	200	7202	
0	15	200	14404	0x3844
0	0	201	0	
1	1	201	1	
1	2	201	3	
1	3	201	7	
1	4	201	15	
1	5	201	31	
1	6	201	63	
1	7	201	127	
0	8	201	254	
0	9	201	508	
0	10	201	1016	
0	11	201	2032	
0	12	201	4064	
0	13	201	8128	
0	14	201	16256	
0	15	201	32512	0x7F00
0	0	202	0	
0	1	202	0	
1	2	202	1	
1	3	202	3	
1	4	202	7	
0	5	202	14	
0	6	202	28	
0	7	202	56	
0	8	202	112	
1	9	202	225	
0	10	202	450	
1	11	202	901	
0	12	202	1802	
1	13	202	3605	
0	14	202	7210	
0	15	202	14420	0x3854
0	0	203	0	
1	1	203	1	
0	2	203	2	
1	3	203	5	
1	4	203	11	
0	5	203	22	
0	6	203	44	
0	7	203	88	
0	8	203	176	
0	9	203	352	
0	10	203	704	
0	11	203	1408	
0	12	203	2816	
0	13	203	5632	
0	14	203	11264	
0	15	203	22528	0x5800
0	0	204	0	
0	1	204	0	
0	2	204	0	
0	3	204	0	
1	4	204	1	
0	5	204	2	
0	6	204	4	
0	7	204	8	
0	8	204	16	
1	9	204	33	
1	10	204	67	
1	11	204	135	
1	12	204	271	
1	13	204	543	
1	14	204	1087	
0	15	204	2174	0x87E
0	0	205	0	
0	1	205	0	
0	2	205	0	
0	3	205	0	
1	4	205	1	
0	5	205	2	
0	6	205	4	
1	7	205	9	
0	8	205	18	
0	9	205	36	
0	10	205	72	
0	11	205	144	
0	12	205	288	
0	13	205	576	
0	14	205	1152	
0	15	205	2304	0x900
0	0	206	0	
1	1	206	1	
0	2	206	2	
0	3	206	4	
1	4	206	9	
0	5	206	18	
0	6	206	36	
0	7	206	72	
0	8	206	144	
1	9	206	289	
0	10	206	578	
1	11	206	1157	
0	12	206	2314	
1	13	206	4629	
0	14	206	9258	
0	15	206	18516	0x4854
0	0	207	0	
0	1	207	0	
1	2	207	1	
1	3	207	3	
1	4	207	7	
1	5	207	15	
0	6	207	30	
0	7	207	60	
0	8	207	120	
0	9	207	240	
0	10	207	480	
0	11	207	960	
0	12	207	1920	
0	13	207	3840	
0	14	207	7680	
0	15	207	15360	0x3C00
0	0	208	0	
1	1	208	1	
1	2	208	3	
1	3	208	7	
1	4	208	15	
1	5	208	31	
1	6	208	63	
1	7	208	127	
0	8	208	254	
0	9	208	508	
0	10	208	1016	
0	11	208	2032	
0	12	208	4064	
1	13	208	8129	
0	14	208	16258	
0	15	208	32516	0x7F04
0	0	209	0	
1	1	209	1	
1	2	209	3	
1	3	209	7	
1	4	209	15	
0	5	209	30	
0	6	209	60	
0	7	209	120	
0	8	209	240	
0	9	209	480	
0	10	209	960	
0	11	209	1920	
0	12	209	3840	
0	13	209	7680	
0	14	209	15360	
0	15	209	30720	0x7800
0	0	210	0	
1	1	210	1	
0	2	210	2	
0	3	210	4	
0	4	210	8	
1	5	210	17	
0	6	210	34	
0	7	210	68	
0	8	210	136	
1	9	210	273	
1	10	210	547	
1	11	210	1095	
1	12	210	2191	
1	13	210	4383	
0	14	210	8766	
1	15	210	17533	0x447D
0	0	211	0	
1	1	211	1	
0	2	211	2	
0	3	211	4	
0	4	211	8	
0	5	211	16	
0	6	211	32	
0	7	211	64	
0	8	211	128	
0	9	211	256	
0	10	211	512	
0	11	211	1024	
0	12	211	2048	
0	13	211	4096	
0	14	211	8192	
0	15	211	16384	0x4000
0	0	212	0	
0	1	212	0	
1	2	212	1	
0	3	212	2	
0	4	212	4	
0	5	212	8	
0	6	212	16	
0	7	212	32	
0	8	212	64	
1	9	212	129	
0	10	212	258	
0	11	212	516	
0	12	212	1032	
0	13	212	2064	
0	14	212	4128	
0	15	212	8256	0x2040
0	0	213	0	
0	1	213	0	
1	2	213	1	
1	3	213	3	
1	4	213	7	
1	5	213	15	
0	6	213	30	
1	7	213	61	
0	8	213	122	
0	9	213	244	
0	10	213	488	
0	11	213	976	
0	12	213	1952	
0	13	213	3904	
0	14	213	7808	
0	15	213	15616	0x3D00
0	0	214	0	
1	1	214	1	
1	2	214	3	
1	3	214	7	
1	4	214	15	
1	5	214	31	
1	6	214	63	
1	7	214	127	
0	8	214	254	
0	9	214	508	
0	10	214	1016	
1	11	214	2033	
0	12	214	4066	
0	13	214	8132	
0	14	214	16264	
0	15	214	32528	0x7F10
0	0	215	0	
1	1	215	1	
1	2	215	3	
0	3	215	6	
1	4	215	13	
1	5	215	27	
0	6	215	54	
0	7	215	108	
0	8	215	216	
0	9	215	432	
0	10	215	864	
0	11	215	1728	
0	12	215	3456	
0	13	215	6912	
0	14	215	13824	
0	15	215	27648	0x6C00
0	0	216	0	
1	1	216	1	
0	2	216	2	
0	3	216	4	
0	4	216	8	
0	5	216	16	
0	6	216	32	
1	7	216	65	
0	8	216	130	
1	9	216	261	
1	10	216	523	
1	11	216	1047	
1	12	216	2095	
1	13	216	4191	
1	14	216	8383	
1	15	216	16767	0x417F
0	0	217	0	
1	1	217	1	
0	2	217	2	
0	3	217	4	
0	4	217	8	
0	5	217	16	
0	6	217	32	
0	7	217	64	
0	8	217	128	
0	9	217	256	
0	10	217	512	
0	11	217	1024	
0	12	217	2048	
0	13	217	4096	
0	14	217	8192	
0	15	217	16384	0x4000
0	0	218	0	
1	1	218	1	
1	2	218	3	
1	3	218	7	
1	4	218	15	
1	5	218	31	
0	6	218	62	
0	7	218	124	
0	8	218	248	
0	9	218	496	
0	10	218	992	
1	11	218	1985	
1	12	218	3971	
0	13	218	7942	
0	14	218	15884	
0	15	218	31768	0x7C18
0	0	219	0	
1	1	219	1	
1	2	219	3	
1	3	219	7	
1	4	219	15	
1	5	219	31	
0	6	219	62	
0	7	219	124	
0	8	219	248	
0	9	219	496	
0	10	219	992	
0	11	219	1984	
0	12	219	3968	
0	13	219	7936	
0	14	219	15872	
0	15	219	31744	0x7C00
0	0	220	0	
1	1	220	1	
1	2	220	3	
1	3	220	7	
1	4	220	15	
1	5	220	31	
0	6	220	62	
0	7	220	124	
0	8	220	248	
0	9	220	496	
0	10	220	992	
0	11	220	1984	
0	12	220	3968	
1	13	220	7937	
0	14	220	15874	
0	15	220	31748	0x7C04
0	0	221	0	
1	1	221	1	
1	2	221	3	
1	3	221	7	
1	4	221	15	
0	5	221	30	
0	6	221	60	
0	7	221	120	
0	8	221	240	
0	9	221	480	
0	10	221	960	
0	11	221	1920	
0	12	221	3840	
0	13	221	7680	
0	14	221	15360	
0	15	221	30720	0x7800
0	0	222	0	
0	1	222	0	
1	2	222	1	
1	3	222	3	
1	4	222	7	
0	5	222	14	
0	6	222	28	
0	7	222	56	
0	8	222	112	
1	9	222	225	
0	10	222	450	
0	11	222	900	
0	12	222	1800	
1	13	222	3601	
0	14	222	7202	
0	15	222	14404	0x3844
0	0	223	0	
0	1	223	0	
1	2	223	1	
1	3	223	3	
1	4	223	7	
0	5	223	14	
0	6	223	28	
0	7	223	56	
0	8	223	112	
0	9	223	224	
0	10	223	448	
0	11	223	896	
0	12	223	1792	
0	13	223	3584	
0	14	223	7168	
0	15	223	14336	0x3800
0	0	224	0	
1	1	224	1	
1	2	224	3	
1	3	224	7	
1	4	224	15	
1	5	224	31	
0	6	224	62	
0	7	224	124	
0	8	224	248	
0	9	224	496	
0	10	224	992	
1	11	224	1985	
0	12	224	3970	
1	13	224	7941	
0	14	224	15882	
0	15	224	31764	0x7C14
0	0	225	0	
0	1	225	0	
0	2	225	0	
0	3	225	0	
1	4	225	1	
0	5	225	2	
0	6	225	4	
0	7	225	8	
0	8	225	16	
0	9	225	32	
0	10	225	64	
0	11	225	128	
0	12	225	256	
0	13	225	512	
0	14	225	1024	
0	15	225	2048	0x800
0	0	226	0	
0	1	226	0	
0	2	226	0	
0	3	226	0	
1	4	226	1	
0	5	226	2	
0	6	226	4	
0	7	226	8	
0	8	226	16	
0	9	226	32	
0	10	226	64	
1	11	226	129	
0	12	226	258	
1	13	226	517	
0	14	226	1034	
0	15	226	2068	0x814
0	0	227	0	
1	1	227	1	
1	2	227	3	
1	3	227	7	
1	4	227	15	
1	5	227	31	
0	6	227	62	
0	7	227	124	
0	8	227	248	
0	9	227	496	
0	10	227	992	
0	11	227	1984	
0	12	227	3968	
0	13	227	7936	
0	14	227	15872	
0	15	227	31744	0x7C00
0	0	228	0	
1	1	228	1	
1	2	228	3	
1	3	228	7	
1	4	228	15	
1	5	228	31	
0	6	228	62	
0	7	228	124	
0	8	228	248	
0	9	228	496	
0	10	228	992	
0	11	228	1984	
0	12	228	3968	
1	13	228	7937	
0	14	228	15874	
0	15	228	31748	0x7C04
0	0	229	0	
0	1	229	0	
0	2	229	0	
0	3	229	0	
1	4	229	1	
0	5	229	2	
0	6	229	4	
0	7	229	8	
0	8	229	16	
0	9	229	32	
0	10	229	64	
0	11	229	128	
0	12	229	256	
0	13	229	512	
0	14	229	1024	
0	15	229	2048	0x800
0	0	230	0	
1	1	230	1	
0	2	230	2	
0	3	230	4	
1	4	230	9	
0	5	230	18	
0	6	230	36	
0	7	230	72	
0	8	230	144	
1	9	230	289	
0	10	230	578	
1	11	230	1157	
0	12	230	2314	
1	13	230	4629	
0	14	230	9258	
0	15	230	18516	0x4854
0	0	231	0	
0	1	231	0	
1	2	231	1	
0	3	231	2	
0	4	231	4	
1	5	231	9	
0	6	231	18	
0	7	231	36	
0	8	231	72	
0	9	231	144	
0	10	231	288	
0	11	231	576	
0	12	231	1152	
0	13	231	2304	
0	14	231	4608	
0	15	231	9216	0x2400
0	0	232	0	
0	1	232	0	
0	2	232	0	
0	3	232	0	
0	4	232	0	
1	5	232	1	
0	6	232	2	
0	7	232	4	
0	8	232	8	
0	9	232	16	
1	10	232	33	
1	11	232	67	
1	12	232	135	
1	13	232	271	
1	14	232	543	
0	15	232	1086	0x43E
0	0	233	0	
1	1	233	1	
0	2	233	2	
0	3	233	4	
0	4	233	8	
1	5	233	17	
0	6	233	34	
0	7	233	68	
0	8	233	136	
0	9	233	272	
0	10	233	544	
0	11	233	1088	
0	12	233	2176	
0	13	233	4352	
0	14	233	8704	
0	15	233	17408	0x4400
0	0	234	0	
0	1	234	0	
1	2	234	1	
1	3	234	3	
1	4	234	7	
1	5	234	15	
0	6	234	30	
0	7	234	60	
0	8	234	120	
1	9	234	241	
0	10	234	482	
0	11	234	964	
0	12	234	1928	
0	13	234	3856	
0	14	234	7712	
0	15	234	15424	0x3C40
0	0	235	0	
1	1	235	1	
1	2	235	3	
1	3	235	7	
1	4	235	15	
1	5	235	31	
0	6	235	62	
0	7	235	124	
0	8	235	248	
0	9	235	496	
0	10	235	992	
0	11	235	1984	
0	12	235	3968	
0	13	235	7936	
0	14	235	15872	
0	15	235	31744	0x7C00
0	0	236	0	
0	1	236	0	
0	2	236	0	
1	3	236	1	
1	4	236	3	
1	5	236	7	
0	6	236	14	
0	7	236	28	
0	8	236	56	
1	9	236	113	
1	10	236	227	
0	11	236	454	
0	12	236	908	
0	13	236	1816	
0	14	236	3632	
0	15	236	7264	0x1C60
0	0	237	0	
0	1	237	0	
0	2	237	0	
1	3	237	1	
1	4	237	3	
1	5	237	7	
0	6	237	14	
0	7	237	28	
0	8	237	56	
0	9	237	112	
0	10	237	224	
0	11	237	448	
0	12	237	896	
0	13	237	1792	
0	14	237	3584	
0	15	237	7168	0x1C00
0	0	238	0	
1	1	238	1	
1	2	238	3	
1	3	238	7	
1	4	238	15	
1	5	238	31	
0	6	238	62	
0	7	238	124	
0	8	238	248	
0	9	238	496	
1	10	238	993	
1	11	238	1987	
0	12	238	3974	
0	13	238	7948	
0	14	238	15896	
0	15	238	31792	0x7C30
0	0	239	0	
1	1	239	1	
1	2	239	3	
1	3	239	7	
1	4	239	15	
1	5	239	31	
0	6	239	62	
0	7	239	124	
0	8	239	248	
0	9	239	496	
0	10	239	992	
0	11	239	1984	
0	12	239	3968	
0	13	239	7936	
0	14	239	15872	
0	15	239	31744	0x7C00
0	0	240	0	
1	1	240	1	
1	2	240	3	
0	3	240	6	
1	4	240	13	
1	5	240	27	
0	6	240	54	
0	7	240	108	
0	8	240	216	
0	9	240	432	
0	10	240	864	
1	11	240	1729	
0	12	240	3458	
0	13	240	6916	
0	14	240	13832	
0	15	240	27664	0x6C10
0	0	241	0	
1	1	241	1	
1	2	241	3	
0	3	241	6	
1	4	241	13	
1	5	241	27	
0	6	241	54	
0	7	241	108	
0	8	241	216	
0	9	241	432	
0	10	241	864	
0	11	241	1728	
0	12	241	3456	
0	13	241	6912	
0	14	241	13824	
0	15	241	27648	0x6C00
0	0	242	0	
1	1	242	1	
0	2	242	2	
0	3	242	4	
1	4	242	9	
1	5	242	19	
0	6	242	38	
0	7	242	76	
0	8	242	152	
1	9	242	305	
0	10	242	610	
1	11	242	1221	
0	12	242	2442	
0	13	242	4884	
0	14	242	9768	
0	15	242	19536	0x4C50
0	0	243	0	
0	1	243	0	
1	2	243	1	
1	3	243	3	
1	4	243	7	
1	5	243	15	
0	6	243	30	
0	7	243	60	
0	8	243	120	
0	9	243	240	
0	10	243	480	
0	11	243	960	
0	12	243	1920	
0	13	243	3840	
0	14	243	7680	
0	15	243	15360	0x3C00
0	0	244	0	
1	1	244	1	
1	2	244	3	
0	3	244	6	
0	4	244	12	
1	5	244	25	
0	6	244	50	
0	7	244	100	
0	8	244	200	
1	9	244	401	
0	10	244	802	
1	11	244	1605	
0	12	244	3210	
1	13	244	6421	
0	14	244	12842	
0	15	244	25684	0x6454
0	0	245	0	
1	1	245	1	
0	2	245	2	
0	3	245	4	
1	4	245	9	
1	5	245	19	
0	6	245	38	
0	7	245	76	
0	8	245	152	
0	9	245	304	
0	10	245	608	
0	11	245	1216	
0	12	245	2432	
0	13	245	4864	
0	14	245	9728	
0	15	245	19456	0x4C00
0	0	246	0	
0	1	246	0	
0	2	246	0	
0	3	246	0	
1	4	246	1	
0	5	246	2	
0	6	246	4	
0	7	246	8	
0	8	246	16	
0	9	246	32	
1	10	246	65	
1	11	246	131	
0	12	246	262	
1	13	246	525	
1	14	246	1051	
0	15	246	2102	0x836
0	0	247	0	
1	1	247	1	
0	2	247	2	
0	3	247	4	
0	4	247	8	
0	5	247	16	
0	6	247	32	
1	7	247	65	
0	8	247	130	
0	9	247	260	
0	10	247	520	
0	11	247	1040	
0	12	247	2080	
0	13	247	4160	
0	14	247	8320	
0	15	247	16640	0x4100
0	0	248	0	
0	1	248	0	
0	2	248	0	
0	3	248	0	
0	4	248	0	
0	5	248	0	
0	6	248	0	
0	7	248	0	
0	8	248	0	
1	9	248	1	
1	10	248	3	
1	11	248	7	
0	12	248	14	
1	13	248	29	
1	14	248	59	
1	15	248	119	0x77
0	0	249	0	
0	1	249	0	
0	2	249	0	
0	3	249	0	
0	4	249	0	
0	5	249	0	
0	6	249	0	
0	7	249	0	
0	8	249	0	
0	9	249	0	
0	10	249	0	
0	11	249	0	
0	12	249	0	
0	13	249	0	
0	14	249	0	
0	15	249	0	0x0
0	0	250	0	
1	1	250	1	
0	2	250	2	
0	3	250	4	
0	4	250	8	
0	5	250	16	
0	6	250	32	
1	7	250	65	
0	8	250	130	
0	9	250	260	
1	10	250	521	
1	11	250	1043	
0	12	250	2086	
1	13	250	4173	
1	14	250	8347	
0	15	250	16694	0x4136
0	0	251	0	
0	1	251	0	
0	2	251	0	
0	3	251	0	
1	4	251	1	
0	5	251	2	
0	6	251	4	
0	7	251	8	
0	8	251	16	
0	9	251	32	
0	10	251	64	
0	11	251	128	
0	12	251	256	
0	13	251	512	
0	14	251	1024	
0	15	251	2048	0x800
0	0	252	0	
0	1	252	0	
0	2	252	0	
0	3	252	0	
0	4	252	0	
0	5	252	0	
1	6	252	1	
0	7	252	2	
0	8	252	4	
0	9	252	8	
0	10	252	16	
0	11	252	32	
0	12	252	64	
0	13	252	128	
0	14	252	256	
1	15	252	513	0x201
0	0	253	0	
0	1	253	0	
0	2	253	0	
0	3	253	0	
0	4	253	0	
0	5	253	0	
1	6	253	1	
0	7	253	2	
0	8	253	4	
0	9	253	8	
0	10	253	16	
0	11	253	32	
0	12	253	64	
0	13	253	128	
0	14	253	256	
1	15	253	513	0x201
0	0	254	0	
0	1	254	0	
0	2	254	0	
0	3	254	0	
0	4	254	0	
0	5	254	0	
1	6	254	1	
0	7	254	2	
0	8	254	4	
0	9	254	8	
0	10	254	16	
0	11	254	32	
0	12	254	64	
1	13	254	129	
0	14	254	258	
1	15	254	517	0x205
0	0	255	0	
0	1	255	0	
0	2	255	0	
0	3	255	0	
0	4	255	0	
0	5	255	0	
1	6	255	1	
0	7	255	2	
0	8	255	4	
0	9	255	8	
0	10	255	16	
0	11	255	32	
0	12	255	64	
0	13	255	128	
0	14	255	256	
0	15	255	512	0x200
